operator_id,inefficiency_score,rule1,rule2,rule3,rule4,rule5,total_incoming_calls,missed_rate_incoming_pct,avg_wait_time_incoming_sec,total_outgoing_calls,missed_rate_outgoing_pct,zero_outgoing_ratio_pct,prop_outgoing
970250,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
970240,3,0,0,1,1,1,1.0,0.0,44.0,1.0,100.0,100.0,0.5
969288,3,0,0,1,1,1,3.0,0.0,53.0,2.0,100.0,100.0,0.4
900192,3,0,0,1,1,1,1.0,0.0,5.0,1.0,100.0,100.0,0.5
899076,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
905570,3,0,0,1,1,1,0.0,0.0,0.0,3.0,100.0,100.0,1.0
941810,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
947480,3,0,0,1,1,1,0.0,0.0,0.0,1.0,100.0,100.0,1.0
906420,3,0,0,1,1,1,5.0,0.0,11.0,2.0,100.0,100.0,0.2857142857142857
940456,3,0,0,1,1,1,25.0,0.0,17.96,18.0,83.33333333333334,83.33333333333334,0.4186046511627907
939718,3,0,0,1,1,1,0.0,0.0,0.0,10.0,90.0,90.0,1.0
881278,2,0,0,1,1,0,0.0,0.0,0.0,12.0,75.0,75.0,1.0
922698,2,0,0,1,1,0,3.0,0.0,37.0,10.0,80.0,80.0,0.7692307692307693
884408,2,1,0,1,0,0,31.0,9.67741935483871,97.2258064516129,9.0,44.44444444444444,44.44444444444444,0.225
973120,2,0,0,1,1,0,0.0,0.0,0.0,3.0,66.66666666666666,66.66666666666666,1.0
924946,2,0,0,1,1,0,5.0,0.0,73.2,14.0,50.0,50.0,0.7368421052631579
919536,2,0,0,1,1,0,2.0,0.0,9.0,8.0,75.0,75.0,0.8
888532,2,1,0,0,1,0,11.0,18.181818181818183,33.81818181818182,2.0,50.0,50.0,0.15384615384615385
927142,2,0,0,1,1,0,4.0,0.0,3.75,3.0,66.66666666666666,66.66666666666666,0.42857142857142855
956276,2,0,0,1,1,0,7.0,0.0,22.571428571428573,9.0,66.66666666666666,66.66666666666666,0.5625
956268,2,0,0,1,1,0,6.0,0.0,46.666666666666664,22.0,50.0,50.0,0.7857142857142857
955820,2,0,0,1,1,0,0.0,0.0,0.0,9.0,55.55555555555556,55.55555555555556,1.0
919128,2,0,0,0,1,1,0.0,0.0,0.0,388.0,98.19587628865979,98.19587628865979,1.0
919214,2,0,0,0,1,1,17.0,0.0,62.05882352941177,1.0,100.0,100.0,0.05555555555555555
919218,2,1,0,0,1,0,19.0,5.263157894736842,31.210526315789473,258.0,51.162790697674424,51.162790697674424,0.9314079422382672
934188,2,0,0,1,1,0,6.0,0.0,61.333333333333336,2.0,50.0,50.0,0.25
935246,2,0,0,1,1,0,0.0,0.0,0.0,4.0,75.0,75.0,1.0
933452,2,0,0,1,1,0,0.0,0.0,0.0,4.0,75.0,75.0,1.0
930814,2,0,0,1,1,0,11.0,0.0,28.272727272727273,3.0,66.66666666666666,66.66666666666666,0.21428571428571427
930690,2,0,0,1,1,0,2.0,0.0,6.5,4.0,50.0,50.0,0.6666666666666666
958472,2,0,0,1,1,0,0.0,0.0,0.0,26.0,50.0,50.0,1.0
958640,2,1,0,1,0,0,10.0,10.0,10.5,11.0,27.27272727272727,27.27272727272727,0.5238095238095238
932676,2,0,0,1,1,0,0.0,0.0,0.0,4.0,75.0,75.0,1.0
932754,2,0,0,1,1,0,2.0,0.0,5.5,3.0,66.66666666666666,66.66666666666666,0.6
933070,2,0,1,0,1,0,67.0,1.4925373134328357,121.13432835820896,782.0,49.232736572890026,49.232736572890026,0.9210836277974087
928926,2,0,0,1,1,0,1.0,0.0,5.0,15.0,60.0,60.0,0.9375
921102,2,0,0,1,1,0,13.0,0.0,35.07692307692308,6.0,50.0,50.0,0.3157894736842105
920902,2,0,1,1,0,0,48.0,2.083333333333333,128.91666666666666,17.0,47.05882352941176,47.05882352941176,0.26153846153846155
929428,2,0,0,0,1,1,0.0,0.0,0.0,23754.0,80.4832870253431,80.4832870253431,1.0
921318,2,0,1,0,1,0,2318.0,0.2588438308886971,919.565142364107,2548.0,57.927786499215074,57.927786499215074,0.5236333744348541
914170,2,0,0,1,1,0,12.0,0.0,35.583333333333336,4.0,75.0,75.0,0.25
953460,2,0,0,1,1,0,0.0,0.0,0.0,5.0,80.0,80.0,1.0
937760,2,0,1,0,1,0,267.0,0.37453183520599254,124.55805243445693,727.0,63.68638239339752,63.68638239339752,0.7313883299798792
891970,2,0,0,1,1,0,0.0,0.0,0.0,15.0,60.0,60.0,1.0
891918,2,0,0,0,1,1,5.0,0.0,31.2,1.0,100.0,100.0,0.16666666666666666
893400,2,0,0,1,1,0,1.0,0.0,31.0,2.0,50.0,50.0,0.6666666666666666
953362,2,0,0,1,1,0,0.0,0.0,0.0,3.0,66.66666666666666,66.66666666666666,1.0
937736,2,0,1,0,1,0,259.0,0.7722007722007722,139.6100386100386,1148.0,58.36236933797909,58.36236933797909,0.8159203980099502
892798,2,0,0,0,1,1,1.0,0.0,43.0,36.0,83.33333333333334,83.33333333333334,0.972972972972973
892536,2,0,0,1,1,0,16.0,0.0,59.4375,13.0,53.84615384615385,53.84615384615385,0.4482758620689655
892534,2,0,1,1,0,0,28.0,0.0,155.71428571428572,11.0,45.45454545454545,45.45454545454545,0.28205128205128205
951508,2,1,1,0,0,0,329.0,6.382978723404255,336.33130699088144,22.0,40.909090909090914,40.909090909090914,0.06267806267806268
951506,2,0,1,1,0,0,39.0,0.0,168.97435897435898,14.0,14.285714285714285,14.285714285714285,0.2641509433962264
951186,2,0,0,0,1,1,92.0,0.0,114.34782608695652,6.0,100.0,100.0,0.061224489795918366
949420,2,0,0,0,1,1,5.0,0.0,1.2,1.0,100.0,100.0,0.16666666666666666
909892,2,0,0,1,1,0,4.0,0.0,15.0,4.0,50.0,50.0,0.5
939212,2,0,0,1,1,0,8.0,0.0,23.5,8.0,75.0,75.0,0.5
908718,2,0,0,1,1,0,0.0,0.0,0.0,2.0,50.0,50.0,1.0
938414,2,0,1,0,1,0,93.0,2.1505376344086025,377.03225806451616,45.0,60.0,60.0,0.32608695652173914
937956,2,0,0,0,1,1,758.0,3.16622691292876,25.722955145118732,1.0,100.0,100.0,0.0013175230566534915
937900,2,0,0,1,1,0,0.0,0.0,0.0,4.0,75.0,75.0,1.0
910594,2,0,0,0,1,1,0.0,0.0,0.0,28.0,82.14285714285714,82.14285714285714,1.0
937984,2,0,0,1,1,0,15.0,0.0,29.133333333333333,20.0,75.0,75.0,0.5714285714285714
896010,2,0,0,0,1,1,10.0,0.0,31.6,2.0,100.0,100.0,0.16666666666666666
895598,2,0,0,1,1,0,3.0,0.0,10.666666666666666,2.0,50.0,50.0,0.4
951650,2,0,0,1,1,0,1.0,0.0,45.0,10.0,50.0,50.0,0.9090909090909091
952462,2,0,0,0,1,1,8.0,0.0,29.625,1.0,100.0,100.0,0.1111111111111111
892530,2,0,0,1,1,0,9.0,0.0,48.44444444444444,8.0,75.0,75.0,0.47058823529411764
937782,2,0,0,1,1,0,25.0,0.0,28.8,26.0,53.84615384615385,53.84615384615385,0.5098039215686274
937786,2,0,0,1,1,0,0.0,0.0,0.0,10.0,50.0,50.0,1.0
937870,2,0,0,1,1,0,0.0,0.0,0.0,13.0,53.84615384615385,53.84615384615385,1.0
937774,2,0,1,0,1,0,138.0,0.0,168.86231884057972,137.0,52.55474452554745,52.55474452554745,0.49818181818181817
937422,2,0,0,1,1,0,0.0,0.0,0.0,6.0,66.66666666666666,66.66666666666666,1.0
957922,2,1,0,1,0,0,3.0,33.33333333333333,15.0,8.0,25.0,25.0,0.7272727272727273
917378,2,0,0,1,1,0,2.0,0.0,12.5,12.0,50.0,50.0,0.8571428571428571
917682,2,0,0,1,1,0,0.0,0.0,0.0,7.0,71.42857142857143,71.42857142857143,1.0
937752,2,0,1,0,1,0,397.0,0.0,177.23173803526447,1614.0,58.48822800495663,58.48822800495663,0.8025857782197912
906070,2,0,1,0,1,0,324.0,0.6172839506172839,2075.848765432099,71.0,54.929577464788736,56.33802816901409,0.17974683544303796
907504,2,0,0,0,1,1,5.0,0.0,28.0,1.0,100.0,100.0,0.16666666666666666
948758,2,1,1,0,0,0,18.0,5.555555555555555,133.27777777777777,494.0,28.74493927125506,28.74493927125506,0.96484375
948150,2,0,0,1,1,0,24.0,0.0,116.41666666666667,7.0,57.14285714285714,57.14285714285714,0.22580645161290322
908002,2,0,0,1,1,0,6.0,0.0,28.333333333333332,16.0,50.0,50.0,0.7272727272727273
940440,2,0,0,1,1,0,46.0,0.0,37.30434782608695,14.0,57.14285714285714,57.14285714285714,0.23333333333333334
944226,2,1,1,0,0,0,180.0,16.666666666666664,234.35,109.0,20.18348623853211,20.18348623853211,0.3771626297577855
944222,2,1,1,0,0,0,184.0,9.239130434782608,209.625,344.0,25.872093023255815,25.872093023255815,0.6515151515151515
944220,2,1,1,0,0,0,263.0,6.844106463878327,268.77566539923953,221.0,30.76923076923077,30.76923076923077,0.45661157024793386
944218,2,1,1,0,0,0,245.0,6.122448979591836,263.2,164.0,20.73170731707317,20.73170731707317,0.40097799511002447
944216,2,1,1,0,0,0,234.0,10.256410256410255,229.97008547008548,133.0,23.308270676691727,23.308270676691727,0.36239782016348776
943050,2,0,0,0,1,1,0.0,0.0,0.0,73.0,83.56164383561644,83.56164383561644,1.0
942174,2,0,0,1,1,0,0.0,0.0,0.0,6.0,50.0,50.0,1.0
941844,2,1,0,1,0,0,7.0,14.285714285714285,35.0,11.0,36.36363636363637,36.36363636363637,0.6111111111111112
941842,2,0,0,1,1,0,0.0,0.0,0.0,3.0,66.66666666666666,66.66666666666666,1.0
941740,2,0,0,1,1,0,0.0,0.0,0.0,4.0,50.0,50.0,1.0
940848,2,0,0,1,1,0,0.0,0.0,0.0,2.0,50.0,50.0,1.0
940952,2,0,1,0,1,0,141.0,0.0,246.95744680851064,110.0,76.36363636363637,76.36363636363637,0.43824701195219123
940814,2,0,0,1,1,0,0.0,0.0,0.0,2.0,50.0,50.0,1.0
940802,2,0,0,1,1,0,0.0,0.0,0.0,4.0,75.0,75.0,1.0
940568,2,0,0,1,1,0,0.0,0.0,0.0,5.0,80.0,80.0,1.0
940486,2,0,0,1,1,0,0.0,0.0,0.0,17.0,70.58823529411765,70.58823529411765,1.0
939716,2,0,0,1,1,0,8.0,0.0,24.5,8.0,50.0,50.0,0.5
944228,2,0,1,0,1,0,29.0,0.0,353.13793103448273,5.0,60.0,60.0,0.14705882352941177
944560,2,0,0,0,1,1,5.0,0.0,38.2,1.0,100.0,100.0,0.16666666666666666
944476,2,0,0,0,1,1,189.0,0.0,116.44444444444444,16.0,87.5,87.5,0.07804878048780488
944648,2,0,0,1,1,0,5.0,0.0,72.6,12.0,58.333333333333336,58.333333333333336,0.7058823529411765
945052,2,0,1,0,1,0,58.0,3.4482758620689653,130.58620689655172,12.0,75.0,75.0,0.17142857142857143
945058,2,0,0,0,1,1,4.0,0.0,46.25,1.0,100.0,100.0,0.2
901034,2,0,0,1,1,0,13.0,0.0,18.923076923076923,11.0,54.54545454545454,54.54545454545454,0.4583333333333333
901178,2,0,1,0,1,0,284.0,0.0,188.25352112676057,21.0,66.66666666666666,66.66666666666666,0.06885245901639345
970252,2,0,0,1,1,0,1.0,0.0,25.0,5.0,60.0,60.0,0.8333333333333334
969294,2,0,1,0,1,0,84.0,0.0,182.0,8.0,62.5,62.5,0.08695652173913043
970242,2,0,0,1,1,0,0.0,0.0,0.0,8.0,62.5,62.5,1.0
970254,2,0,0,1,1,0,3.0,0.0,121.0,6.0,66.66666666666666,66.66666666666666,0.6666666666666666
970484,2,0,0,1,1,0,0.0,0.0,0.0,7.0,71.42857142857143,71.42857142857143,1.0
964666,2,1,1,0,0,0,42.0,7.142857142857142,127.47619047619048,813.0,36.90036900369004,36.90036900369004,0.9508771929824561
887280,2,0,0,1,1,0,0.0,0.0,0.0,8.0,75.0,75.0,1.0
972460,1,0,0,0,1,0,1.0,0.0,4.0,47.0,55.319148936170215,55.319148936170215,0.9791666666666666
880022,1,0,0,0,1,0,8.0,0.0,14.0,174.0,51.724137931034484,51.724137931034484,0.9560439560439561
971102,1,0,1,0,0,0,76.0,0.0,437.6578947368421,0.0,0.0,0.0,0.0
969268,1,0,0,1,0,0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
966158,1,0,0,1,0,0,2.0,0.0,13.0,24.0,33.33333333333333,33.33333333333333,0.9230769230769231
965544,1,0,0,0,1,0,0.0,0.0,0.0,1276.0,52.27272727272727,52.27272727272727,1.0
965328,1,0,0,1,0,0,0.0,0.0,0.0,27.0,25.925925925925924,25.925925925925924,1.0
887278,1,0,0,0,1,0,52.0,0.0,51.01923076923077,31.0,54.83870967741935,54.83870967741935,0.37349397590361444
887276,1,0,1,0,0,0,431.0,0.6960556844547563,221.63805104408354,614.0,33.876221498371336,33.876221498371336,0.5875598086124402
885890,1,0,1,0,0,0,1244.0,2.090032154340836,188.86736334405145,58977.0,40.322498601149604,40.322498601149604,0.9793427541887382
885876,1,0,1,0,0,0,992.0,2.0161290322580645,192.5514112903226,58434.0,39.886025259266866,39.886025259266866,0.9833069700131256
884478,1,0,0,0,1,0,22.0,0.0,29.863636363636363,2266.0,50.794351279788174,50.794351279788174,0.9903846153846154
964510,1,1,0,0,0,0,15.0,13.333333333333334,33.6,128.0,25.78125,25.78125,0.8951048951048951
970486,1,0,0,1,0,0,0.0,0.0,0.0,6.0,33.33333333333333,33.33333333333333,1.0
969600,1,0,0,1,0,0,0.0,0.0,0.0,19.0,0.0,0.0,1.0
922710,1,0,0,0,1,0,0.0,0.0,0.0,1590.0,51.0062893081761,51.0062893081761,1.0
923254,1,0,0,1,0,0,1.0,0.0,45.0,9.0,0.0,0.0,0.9
923526,1,0,1,0,0,0,900.0,0.2222222222222222,223.48777777777778,1832.0,26.473799126637555,26.473799126637555,0.6705710102489019
924370,1,0,0,1,0,0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
925104,1,0,1,0,0,0,873.0,0.0,144.87285223367698,1182.0,32.910321489001696,32.910321489001696,0.5751824817518248
925922,1,0,1,0,0,0,418.0,2.3923444976076556,181.0071770334928,19603.0,47.1764525837882,47.1764525837882,0.9791219219819189
926312,1,0,0,0,1,0,10.0,0.0,15.7,129.0,58.91472868217055,58.91472868217055,0.9280575539568345
960294,1,0,0,0,1,0,1.0,0.0,36.0,296.0,55.74324324324324,55.74324324324324,0.9966329966329966
960296,1,0,0,0,1,0,2.0,0.0,63.0,170.0,60.588235294117645,60.588235294117645,0.9883720930232558
960670,1,0,0,1,0,0,0.0,0.0,0.0,3.0,33.33333333333333,33.33333333333333,1.0
888534,1,0,0,0,1,0,57.0,1.7543859649122806,74.0701754385965,225.0,65.77777777777779,65.77777777777779,0.7978723404255319
888536,1,0,0,1,0,0,2.0,0.0,21.5,1.0,0.0,0.0,0.3333333333333333
888538,1,0,0,1,0,0,1.0,0.0,24.0,2.0,0.0,0.0,0.6666666666666666
888540,1,0,0,1,0,0,3.0,0.0,19.666666666666668,1.0,0.0,0.0,0.25
890228,1,1,0,0,0,0,6.0,16.666666666666664,17.333333333333332,83.0,36.144578313253014,36.144578313253014,0.9325842696629213
961552,1,0,0,1,0,0,3.0,0.0,104.0,3.0,0.0,0.0,0.5
902774,1,0,0,0,1,0,0.0,0.0,0.0,1099.0,53.59417652411283,53.59417652411283,1.0
902776,1,0,0,0,1,0,0.0,0.0,0.0,1564.0,65.72890025575447,65.72890025575447,1.0
902778,1,0,0,0,1,0,0.0,0.0,0.0,1286.0,69.36236391912908,69.36236391912908,1.0
902782,1,0,0,0,1,0,0.0,0.0,0.0,1291.0,55.38342370255616,55.38342370255616,1.0
903974,1,0,1,0,0,0,10.0,0.0,135.9,0.0,0.0,0.0,0.0
944646,1,0,1,0,0,0,219.0,0.45662100456621,147.86301369863014,329.0,24.620060790273556,24.620060790273556,0.6003649635036497
944764,1,0,1,0,0,0,355.0,0.5633802816901409,255.21408450704226,256.0,33.984375,33.984375,0.41898527004909986
944766,1,0,1,0,0,0,152.0,0.6578947368421052,179.28947368421052,140.0,28.57142857142857,28.57142857142857,0.4794520547945205
900742,1,0,0,1,0,0,22.0,0.0,36.81818181818182,11.0,18.181818181818183,18.181818181818183,0.3333333333333333
900746,1,1,0,0,0,0,26.0,7.6923076923076925,96.53846153846153,45.0,22.22222222222222,22.22222222222222,0.6338028169014085
900792,1,0,0,1,0,0,1.0,0.0,34.0,5.0,20.0,20.0,0.8333333333333334
901038,1,0,0,1,0,0,5.0,0.0,28.2,23.0,17.391304347826086,17.391304347826086,0.8214285714285714
946582,1,0,0,1,0,0,44.0,0.0,25.045454545454547,27.0,37.03703703703704,37.03703703703704,0.38028169014084506
947304,1,1,0,0,0,0,35.0,8.571428571428571,13.942857142857143,618.0,33.49514563106796,33.49514563106796,0.9464012251148545
947592,1,0,0,0,1,0,0.0,0.0,0.0,800.0,50.625,50.625,1.0
947596,1,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
947636,1,0,0,0,1,0,0.0,0.0,0.0,100.0,60.0,60.0,1.0
947638,1,0,0,0,1,0,0.0,0.0,0.0,1154.0,58.31889081455805,58.31889081455805,1.0
947640,1,0,0,0,1,0,0.0,0.0,0.0,406.0,55.41871921182266,55.41871921182266,1.0
947642,1,0,0,0,1,0,0.0,0.0,0.0,891.0,74.63524130190797,74.63524130190797,1.0
947646,1,0,0,0,1,0,0.0,0.0,0.0,1887.0,54.90196078431373,54.90196078431373,1.0
947648,1,0,0,0,1,0,0.0,0.0,0.0,2804.0,62.48216833095578,62.48216833095578,1.0
947650,1,0,0,0,1,0,0.0,0.0,0.0,1593.0,58.44318895166353,58.44318895166353,1.0
904044,1,0,0,0,1,0,108.0,0.9259259259259258,63.72222222222222,23.0,65.21739130434783,65.21739130434783,0.17557251908396945
904200,1,0,0,1,0,0,5.0,0.0,27.8,10.0,40.0,40.0,0.6666666666666666
904344,1,1,0,0,0,0,4.0,75.0,32.75,0.0,0.0,0.0,0.0
905300,1,1,0,0,0,0,25.0,24.0,48.04,0.0,0.0,0.0,0.0
943066,1,0,1,0,0,0,89.0,0.0,152.07865168539325,171.0,28.07017543859649,28.07017543859649,0.6576923076923077
943818,1,0,0,1,0,0,1.0,0.0,5.0,20.0,25.0,25.0,0.9523809523809523
944210,1,0,1,0,0,0,114.0,0.0,382.5877192982456,46.0,26.08695652173913,26.08695652173913,0.2875
944474,1,0,0,1,0,0,6.0,0.0,75.0,12.0,41.66666666666667,41.66666666666667,0.6666666666666666
902748,1,0,0,0,1,0,0.0,0.0,0.0,2534.0,61.40489344909235,61.40489344909235,1.0
905840,1,0,0,1,0,0,0.0,0.0,0.0,7.0,42.857142857142854,42.857142857142854,1.0
905842,1,0,0,0,1,0,2.0,0.0,115.5,1031.0,59.94180407371484,59.94180407371484,0.9980638915779284
905934,1,0,0,1,0,0,1.0,0.0,9.0,16.0,12.5,12.5,0.9411764705882353
940782,1,0,0,1,0,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
940828,1,0,0,1,0,0,0.0,0.0,0.0,6.0,33.33333333333333,33.33333333333333,1.0
941192,1,0,0,0,1,0,0.0,0.0,0.0,1139.0,60.84284460052678,60.84284460052678,1.0
941838,1,0,0,1,0,0,0.0,0.0,0.0,9.0,22.22222222222222,22.22222222222222,1.0
904016,1,0,0,0,1,0,50.0,4.0,50.56,4676.0,50.29940119760479,50.29940119760479,0.9894202285230639
947614,1,0,0,0,1,0,0.0,0.0,0.0,981.0,58.51172273190621,58.51172273190621,1.0
947616,1,0,0,0,1,0,0.0,0.0,0.0,1955.0,59.590792838874684,59.590792838874684,1.0
899932,1,0,0,0,1,0,0.0,0.0,0.0,706.0,49.15014164305949,49.15014164305949,1.0
899972,1,0,0,0,1,0,0.0,0.0,0.0,188.0,53.72340425531915,53.72340425531915,1.0
900458,1,0,0,0,1,0,1.0,0.0,9.0,28.0,71.42857142857143,71.42857142857143,0.9655172413793104
900492,1,1,0,0,0,0,17.0,5.88235294117647,17.0,234.0,48.29059829059829,48.29059829059829,0.9322709163346613
947618,1,0,0,0,1,0,0.0,0.0,0.0,1059.0,58.35694050991501,58.35694050991501,1.0
947620,1,0,0,0,1,0,0.0,0.0,0.0,1147.0,68.87532693984308,68.87532693984308,1.0
948170,1,0,0,1,0,0,2.0,0.0,15.0,3.0,0.0,0.0,0.6
948286,1,0,1,0,0,0,312.0,4.807692307692308,284.38461538461536,0.0,0.0,0.0,0.0
948756,1,1,0,0,0,0,1.0,100.0,8.0,153.0,24.18300653594771,24.18300653594771,0.9935064935064936
906410,1,0,1,0,0,0,232.0,3.0172413793103448,270.8146551724138,16.0,18.75,18.75,0.06451612903225806
906412,1,1,0,0,0,0,26.0,26.923076923076923,40.57692307692308,60.0,26.666666666666668,26.666666666666668,0.6976744186046512
906416,1,0,0,1,0,0,5.0,0.0,16.6,14.0,28.57142857142857,28.57142857142857,0.7368421052631579
940588,1,0,1,0,0,0,2108.0,1.4231499051233396,285.22722960151805,64.0,46.875,46.875,0.029465930018416207
940610,1,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
940616,1,0,1,0,0,0,572.0,0.8741258741258742,187.48076923076923,2360.0,42.16101694915254,42.16101694915254,0.8049113233287858
940622,1,0,1,0,0,0,674.0,2.3738872403560833,256.56379821958456,709.0,38.787023977433,38.787023977433,0.5126536514822849
940624,1,0,1,0,0,0,551.0,0.5444646098003629,176.69147005444646,1163.0,38.86500429922614,38.86500429922614,0.6785297549591599
940630,1,0,1,0,0,0,1959.0,0.7656967840735069,349.24247064828995,119.0,45.378151260504204,45.378151260504204,0.05726660250240616
940634,1,0,1,0,0,0,427.0,1.1709601873536302,306.62295081967216,1617.0,40.44526901669759,40.44526901669759,0.791095890410959
